client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6622032a09c9f7e0fbb3bddc0a33304509ca3f33ec79fe2d9034eb22d9e92d09170f736622659283a99fbcd6f1648daf86e4205308c98d932d93b8d9bd0faa6a	common_voice_ta_19093695.mp3	131ff2c9f60d4fef009bb19adb3fa01c125d193a04469d304525893c8cd5c3d6	கேடகமும் கத்தியும்ஏன்? கெட்டொழியத் தக்கவனே!		0	2	twenties	male_masculine			ta	
6622032a09c9f7e0fbb3bddc0a33304509ca3f33ec79fe2d9034eb22d9e92d09170f736622659283a99fbcd6f1648daf86e4205308c98d932d93b8d9bd0faa6a	common_voice_ta_19093708.mp3	263d8eca6dfe5bb5f90452040c0bb4b0a1e959dd4e1990a22b5c8c636ac4c2c6	முட்டுகருங் கற்களும்நெ ருங்கும் - மக்கள்		1	2	twenties	male_masculine			ta	
6622032a09c9f7e0fbb3bddc0a33304509ca3f33ec79fe2d9034eb22d9e92d09170f736622659283a99fbcd6f1648daf86e4205308c98d932d93b8d9bd0faa6a	common_voice_ta_19093775.mp3	229a9e45adf4dc3b9b85e370f9cce68eaf07ee41dd5e05a481b220a8205ae62e	சூரியக் குடும்பத்தில் மிகவும் பிரகாசமான, வெப்பமான கோள் வெள்ளி		0	2	twenties	male_masculine			ta	
6622032a09c9f7e0fbb3bddc0a33304509ca3f33ec79fe2d9034eb22d9e92d09170f736622659283a99fbcd6f1648daf86e4205308c98d932d93b8d9bd0faa6a	common_voice_ta_19093799.mp3	1e1a19d687afdb309478f896afecb4294d2de1534d2998fdb365bfccf2d81ce5	சஞ்சீவி பர்வதத்தைத் தாவிப் பெயர்க்கும்		1	2	twenties	male_masculine			ta	
6622032a09c9f7e0fbb3bddc0a33304509ca3f33ec79fe2d9034eb22d9e92d09170f736622659283a99fbcd6f1648daf86e4205308c98d932d93b8d9bd0faa6a	common_voice_ta_19093833.mp3	296515db34bce3906154bb116591d83ee2ef7208e32a8e37e198eb61fbfa2952	புறத்தில் பிறர்க்குப் புலப்படுத் துதற்குச்		0	2	twenties	male_masculine			ta	
6622032a09c9f7e0fbb3bddc0a33304509ca3f33ec79fe2d9034eb22d9e92d09170f736622659283a99fbcd6f1648daf86e4205308c98d932d93b8d9bd0faa6a	common_voice_ta_19093875.mp3	06de83838ae379865ef075dbc9ece63a9867da6e0536da25f9b99db1c6329d4d	மாதிரியாய்த் தோன்றுகிறாள்; மற்றிதனை மேன்மைச்		1	2	twenties	male_masculine			ta	
b1db62f141c0d722638d7124beb1e27b933b52ebf5c91004259adf58663663a7f9f93ef3f95ab4b16339a8beed7eb2bff93bb7d32c986714966cc49f2d79dd57	common_voice_ta_19137806.mp3	2ffcba9b38e290c93e2867f734de1b196212c0812cbe4dcb636eb8f31f924fce	டுண்ணப்போம் போதுநீ ஓர்தட்டுத் தட்டிவிட்டாய்!		0	2	twenties	male_masculine			ta	
cd9b3e456c68144b73f3f9829ec771a7b263573cef121f473536f623cdd80f2b83098cde6bb93943b8b8bd385cd45be8380012580b2c3d8e9f08fb4f1cf39c4f	common_voice_ta_19139875.mp3	1552fe53ac5889d50e42c31c3558fab214aa87657dd10327260c4e5e31b67f4f	திருவிளைக்கும் நல்லறிஞர், ஐரோப்பி யர்கள்		1	2	twenties	male_masculine			ta	
8e5199e12b4db4db484c16d5ba626c1b712425d7584fbdc899b2cb18e8d7a0b5d821aa698856123de6bc19345a439b11adbbc3711c2acaf80ea51fa6808c038a	common_voice_ta_19141996.mp3	366182925721545b248435672e033ee6958275f35b74c56320c4bfc537508970	தாங்களா?		0	2					ta	
bb1aac5bf8a59f6a20477f65dc306e0074a6cea984787c49dc0bfb31631d90ca5933be2495ed88695c9250f5ecec6aad637d96e9f9fac51aabf5da093285550d	common_voice_ta_19143698.mp3	09cc8dcb4b056fd3c55cbc136089ba0fd6ac795f17f66b0ca71fc478311c6f8e	நழுவிற்றுப் பிட்டை நன்று தின்று.		1	2					ta	
a89afce0565c87230c7b89151af284d60dae3c1d61ad9a7f1f1ad894d88b9d90fd88d022d3f6b153f032d8697268c810eff31009df315d8972467d64b72068d8	common_voice_ta_19165160.mp3	0b3c96541dc53af704bcc138e96579df4974cdc0e147a7ebd07ea3a9cb94ae2d	மேற்றிசையில் வானத்தில் பொன்னு ருக்கு		0	2					ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171602.mp3	37624f70acd6c73f9068ee4d2b55131c08533cb2758ce04deea54f5267ee2a37	சொக்கும்நாள் எந்த நாளோ?		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171609.mp3	3a54400c5353db79157a22db12aa26b01656f851d53e76263f76580c23938f3f	பலிபீட வரிசைகளும் கொடுவாள் கட்டும்		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171612.mp3	33cc33d89801625d9e46990e2310cfac349a55276617139d88bc2369eaa69014	அனைவருக்கும் என் இதயம் கனிந்த வணக்கங்கள்!		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171614.mp3	3a7c73e281def660258200a58f96a4a65822e027be27e53d9db010e024c00337	கண்ணகி என்பது என் பெயர்.		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171690.mp3	2307c024f1c39852b22a59d87a2b455cca15e251c7ed552bff55dd312ad26740	வீணரைப் பணிவது மக்களின் கடனா?		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171733.mp3	226d819713a35cd22de9f601400deaa664a183c49b7964e3dcb1232a90d14298	சிங்காரவேலன் கண்ணும் கருத்துமாகக் கல்விக் கற்றான்.		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171852.mp3	32788d42b72c3cb16e7c1b64f432a7b2f9c51f79f7c1ed7b9ee93c0b40748dde	சீதளப் பூஞ்சோலை!		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171868.mp3	2825305170906a1bf7005da96f98391ca76be8e9152e1e13e9e6a745ecf14c8d	தாங்குவ தில்லையெனிற் கவலை யில்லை!		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171884.mp3	03cb014e16b071159bfbd56489a0e0b77e553caa73e5246c39843868625635d9	மதனி நல்லா இருக்கீகளா?		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171897.mp3	37903b282e711395b8ba1c83000322d0a7626bff38adca49a5562ef8b5d6dbca	பன்னரும் உபநிடநூ லெங்கள் நூலே		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171898.mp3	05f7ad2e577174b69cdfd19ac38b7be354f241aaa7f3ef1bebfebdd14c1892f4	அழு!இளி! அஞ்சு! குனி! பிதற்று!		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171902.mp3	1b79ac40bc748e4b3d9ba0c2df9e2520d45a6244815d67ceb3dc79e2908c5d19	"அன்னியர்ரு தான்"என்ற பேதமி லாதவர் தோழா.		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171916.mp3	22d165f204fae193d69a5f093df9fac13e154b90ba8032f112f0e863a72bf43a	அறிவு அற்றங் காக்கும் கருவி		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171923.mp3	358e3f67fb541985d6ce705a9dbb9cb86bc6da50c17d27c7bf2f114f75f7d5d2	கேண்மைகொள் சேசுவின் கீர்த்தி யுரைத்திடு தோழி - அவர்		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171925.mp3	0a6296d9f0c4f0a5909a752e41e1b12dee332f6cf5c2732222646e6366aa58e7	மேற்றிசையிற் சூரியன்போய் விழுந்து மறைந்திட்டான்;		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171946.mp3	46d9f667cfa6ed63385425afd690cf5a94ba7c6dc4ad488cd68e72315b47740b	தம்தோள் உழைப்பிலே நம்பிக்கை தானுமின்றி		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171960.mp3	41b853fff904098b69bf94dcae2414ae9e48ebfd966e82ae5f229f6a332fac9f	உன்நாட்டை நீஆள ஒண்ணுமோ சொல்லடா!		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19171971.mp3	3d4742833ce25f77ffd48ce692a5242ebedf6aa051aa62a59b1f066c096d7e92	நாலடியில் இங்கு நடந்துவந்து நாம்மலையின்		1	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19172037.mp3	0952293eca77cbfb37d4bcd46da894f3315c9a180991749d4328c859f7f5e69f	சேவகன் வருதல்கண்டு மனம்பதைப்பார்		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19172188.mp3	17d4898df42d2f98a802b1fc61852bf30fe0af95f7be6fc0280c9fb4256e5e1b	ஆத்திகஞ்சார் வடமொழி விரவிடவுஞ் செய்ததால்		1	2	thirties				ta	
16a42fb39d35c891d4828c28f5c3207e1b29cf231abf35305fb36844e0530c8b7d2a703f3c3e8e3fa474cf9bd5a3ee5d30f880b252ed831685882f029734e369	common_voice_ta_19180417.mp3	3d2de8ec592cdc0d1933499b1d8ff0fda40fd39c14dc58053fa23da66a98c876	சமயபே தம்வளர்த்தே தளர்வது நன்றா?		0	2	fourties	male_masculine			ta	
241bdb890336e245aa0eb04f7693dd6ff0f6522b90982366ec72f0e1077014a000971bf6237b80049f7ec647605cb358effade58b34d5ef092b775779cc351ad	common_voice_ta_19183401.mp3	4d0d399e564a58f5cfad4718a64a1ae8bc1c47fc968a726d99134c7bf23a1b46	இத்தனை முழக்கில் ஏந்திழை புரண்டு		0	2	twenties	male_masculine			ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19190010.mp3	50d92265c8c24d80181e42f256076406b7c92e170f3e5622341bd995974b0bb4	தொல்லறநூல் உரைகண்ட பதின்மர் தாமும்		0	2	thirties				ta	
08873df09db28dba7fd3af140ad6b1dee02f59c8af8f066859662d8d9b61790882a3a987c648b0f54181481beaf3c098c29691cbc34d94e438e0efa8a2493a7d	common_voice_ta_19190014.mp3	5280bd668a79731f19c9614bbe257a78752ec563e8e4e833b8de9f516ba3afe2	தாயும் கடைக்கு நடந்துவிட்டாள்.		0	2	thirties				ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19254337.mp3	07312807a5d9468917890b3401c8eb276dbc7226080af8b470c8a8dd56c54830	சாறு!		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19254361.mp3	3b1509a334af2405d9911744bac27a3a825a6bf1f634605a2612a4264267a70e	சகலரும் வருகிறார் சகலமும் புரிகநீ!		0	2	thirties	male_masculine			ta	
317f59eec40dd48bf2f2ffd72b440f7e556fcbe892174af4d516e3869fc4a1b55a9748e0b909e7c8692a26f6f25df6418a0e89a5cbbdf468fff650fad03b3121	common_voice_ta_19294234.mp3	542cd1f8668e7512a6713a923188aee71f59a586167d42f9439c3dc33e329807	சஞ்சரிக்கும் நாவானை வாழ்த்துகின்ற தமிழர்		1	2	twenties	male_masculine			ta	
317f59eec40dd48bf2f2ffd72b440f7e556fcbe892174af4d516e3869fc4a1b55a9748e0b909e7c8692a26f6f25df6418a0e89a5cbbdf468fff650fad03b3121	common_voice_ta_19294239.mp3	4b99d56815d6381267ee2ed04445a17c285b2368fba161b2ca8abfe31ce58ca0	கனத்திருந்த வெண்சோறு காணும் இன்பம்		1	2	twenties	male_masculine			ta	
317f59eec40dd48bf2f2ffd72b440f7e556fcbe892174af4d516e3869fc4a1b55a9748e0b909e7c8692a26f6f25df6418a0e89a5cbbdf468fff650fad03b3121	common_voice_ta_19294342.mp3	3c09e2a95c2f23f463896e248cb149c14c5a3bb39c5e6a25644d6b0a2b307df3	தூண்டா விளக்காய்த் துலங்கும் பெருமாட்டி!		0	2	twenties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305286.mp3	582d1cc14683827743483152c2edbbdb9073be4376230a1f6f349f137955e3f7	விரைந்துவந்து கருமேகம் விழுங்கக் கூடும்!		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305287.mp3	4611d54ad020cab0278b335d8e3da080c2e49a98242b0a07a451f9c73ce440b4	கொள்ளை வனப்பினிலே - எனைக்		1	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305316.mp3	458395c50144f728de4ff09f94be1938427b7ee4fe57b4bfdfb1e2d4154e080d	கிழக்கு வெளுக்கமுன் வெளியிற் கிளம்பினேன்		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305331.mp3	3a7497c8dafe2d5c3f7a4a8cfbe8866b9ab2434ed31405c6ccfaed8c784685ee	அந்த அரசியலை - இவர்		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305356.mp3	54b3194f67349c57e574726a0b9e4b9ded6155c6bf174461188d3315e87fa385	அவ்வாறே ஆகட்டும் அப்பனே ஒப்பில்லாய்!		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305358.mp3	2b720520e0c392fb667f3db3ba3cb8411080b20a9be6af5f1e379569cc69b726	பீலிபெய் சாகாடும் அச்சிறும்; அப்பண்டம் சால மிகுத்துப் பெயின்.		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305404.mp3	5d23afa809a38e5b50389b6653a62d72f9df68f87e80b218d0891ea34d174ee0	தீயும் உளத்தோனும் - விஷம்		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19305417.mp3	5082532d7951acc860975fcda41237b00a2098113162bde9bf7c77d8cec354fd	என்பெரியீர், அன்னையீர் ஏகு கின்றேன்!		0	2	thirties	male_masculine			ta	
5f28a60bdaf6a48edf0c1f32f2e0e53a6691b7ef907ff9165435d83131aaca7fe373922a1f847d8ab352607bbdc38a26da2c408bb2b068b36a63582e6cf3f64b	common_voice_ta_19310492.mp3	457b53940ce97a64cdc931c91e69e28172b4b0a37a5f2ce3ecbcd70de6c91987	பிறைபோற் கத்தியும் பிடித் திருந்தான்!		0	2	thirties	male_masculine			ta	
da4bd5bc7a79e8f1140a50f2abecb7311ca2aa154f7fc5787b4b4956d5fb6bf3e9cef15b501cf9ba7c4598a014627aafe5f0a372eca6b867ddc8493ba5dae292	common_voice_ta_19313224.mp3	54ad546447214a942fc40f9efae96065f6e60940c49c35ecf419517c6ac37a1e	என்னகதி? ஏன்பெற்றேன்? எனநினைக்கு நாளில்		0	2	twenties	male_masculine			ta	
a4c8c66deccfff3771261489be9fbb89d87294117ea76af187901a60b53d933e3c2e7c381f9c4bfb63515a3f0926d64ab3bb51b55943462d98f1168bcda7d1e1	common_voice_ta_19332606.mp3	5333793cd72d90466567b2e484624ba57060d71a23fbd18c586aeb882fecd9cf	ஓமண வாளரே! இன்னம் உரைக்கின்றேன்		0	2	thirties	male_masculine			ta	
da4bd5bc7a79e8f1140a50f2abecb7311ca2aa154f7fc5787b4b4956d5fb6bf3e9cef15b501cf9ba7c4598a014627aafe5f0a372eca6b867ddc8493ba5dae292	common_voice_ta_19346703.mp3	24791676b174c81777ab5f161aea78be3bf4a11b1a2b6b951bb0b11d0f1b7aa4	இடம்பட வீடு எடேல்.		1	2	twenties	male_masculine			ta	
da4bd5bc7a79e8f1140a50f2abecb7311ca2aa154f7fc5787b4b4956d5fb6bf3e9cef15b501cf9ba7c4598a014627aafe5f0a372eca6b867ddc8493ba5dae292	common_voice_ta_19346799.mp3	58a6bd43a733a76b6514ffe08fe1d53f933de469a076c637d3f24c9e8b103185	ஆதர வளிக்க அனைத்தும் புரிக!		0	2	twenties	male_masculine			ta	
f4909aef7b604190ec0d95f36ae9e64c3c9cb2886985e65c43148f1268a1af81ffaed429b98f84a974d0d16473f0f3f2e01f4d2449c2838346e7f2896383e2a7	common_voice_ta_19373211.mp3	2e5882f534435c0eb4b6c9bce285fc37e3a0a5a27fdcf22d9494b3e6b850f831	பழச்சுளையின் வாய்திறந்து சிரித்துச் சொல்வாள்:		0	2					ta	
601f2f4c3b49ad3685a9008bb043553ad104a338405853b24d9c64e2f46c4f911e5c9458b486e995ce851209d28d067acd37ed83242f27dbde6a024821e47457	common_voice_ta_19385516.mp3	5d41f3d3e46081223e42a266f4f2a938fd6e5b1223aff08b37c907070d244f77	என்ன தான் நடக்கிறது என்று புரியவில்லை.		0	2	thirties				ta	
601f2f4c3b49ad3685a9008bb043553ad104a338405853b24d9c64e2f46c4f911e5c9458b486e995ce851209d28d067acd37ed83242f27dbde6a024821e47457	common_voice_ta_19385518.mp3	4f01c18f121a0cce395d09f307df899489034e9d6bd0c54d2e73879bf93a0a3e	அழுக்காறுடையான்கண் ஆக்கம் போன்றில்லை ஒழுக்கமிலான்கண் உயர்வு.		1	2	thirties				ta	
601f2f4c3b49ad3685a9008bb043553ad104a338405853b24d9c64e2f46c4f911e5c9458b486e995ce851209d28d067acd37ed83242f27dbde6a024821e47457	common_voice_ta_19385543.mp3	5160d67860363d85af00d0ca2311fae56c0d8a4bcce8f5d39bf8a2f36fc3b77d	பொங்குநடையினில் 'சங்கத்தமிழ்ச்' சாறளித்தோன்		0	2	thirties				ta	
601f2f4c3b49ad3685a9008bb043553ad104a338405853b24d9c64e2f46c4f911e5c9458b486e995ce851209d28d067acd37ed83242f27dbde6a024821e47457	common_voice_ta_19385588.mp3	6727cd33bd588269501bed96ea6bcdad322a116a35e65fa41c0fc1eed2477058	மூலக் கருத்துத் தெரிந்திருந்தும் - அந்த		1	2	thirties				ta	
601f2f4c3b49ad3685a9008bb043553ad104a338405853b24d9c64e2f46c4f911e5c9458b486e995ce851209d28d067acd37ed83242f27dbde6a024821e47457	common_voice_ta_19385679.mp3	1308121866d584335f669cf3197ad6e7373a21b5f866a876b61c9bc9b20c5bec	காமனும் தள்ளிடக் காலிட றிற்றுக்		1	2	thirties				ta	
91adb2f39ec782916ca5062866078c9d9e029ecd29c62276a9472fe179db7388604920612f295848643939da40129e3f975f3753691f6ec091fcb863c2b0aef8	common_voice_ta_19390095.mp3	4cdb84f838dad86486609f9f7892f00716627c755c52f17644cf06c461bd84a5	நாய் அது கேட்டு 'ஞய்ஞய்' என்றதாம்.		0	2	twenties	male_masculine			ta	
91adb2f39ec782916ca5062866078c9d9e029ecd29c62276a9472fe179db7388604920612f295848643939da40129e3f975f3753691f6ec091fcb863c2b0aef8	common_voice_ta_19390096.mp3	4db9ef862e130724005176b4c56fd4a1853275e5cef84d981891fdd300287d94	திருந்தா வகையிற் செலுத்தலால், அவர்கள்		1	2	twenties	male_masculine			ta	
91adb2f39ec782916ca5062866078c9d9e029ecd29c62276a9472fe179db7388604920612f295848643939da40129e3f975f3753691f6ec091fcb863c2b0aef8	common_voice_ta_19390111.mp3	42cfeb42c4824739d7f74c8d15e4b19d90b8aff8e1385337c05154cde977c734	செந்தமிழ்ப் பத்தினி வந்துவிட்டாள்!		0	2	twenties	male_masculine			ta	
0760b18dad0ede2184a3ed3e1b020cb24ae48132131bacaac81777ccc36f49f256c0f6dc0ce525c63e5ea1c04942a0da4e2607aa03eccb520bbb9890e735fa33	common_voice_ta_19397030.mp3	5a62a6e56c6ee9a7bf29bd56e95ab2847c704475abfe4dae33a0c9a639637a96	நலிவுற்ற உள்ளத்தைப் புலியுளமாய்ச் செய்து		0	2					ta	
