client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags
9b568b54afe21a4df918640691cf9e81	91062	spontaneous-speech-si-91062.mp3	24948	10347	මංගල උත්සවයකට සහභාගි වීමේදී ඔබගේ වයස් කාණ්ඩයේ අය තෑගි වශයෙන් තෝරාගන්නේ මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91063	spontaneous-speech-si-91063.mp3	26928	10337	ඔබ සමාජ මාධ්‍ය ජාල භාවිත කරන්නෙක්ද? භාවිතා කිරීමේ අරමුණු හෝ භාවිතා නොකිරීමට හේතු පැහැදිලි කරන්න.		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91064	spontaneous-speech-si-91064.mp3	31068	10331	පාසැල් දරුවන්ගේ සෞඛ්‍ය අධ්‍යාපනය අද කාලයට ගැලපෙන පරිදි සංශෝධනය කිරීම ගැන ඔබගේ අදහස කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91065	spontaneous-speech-si-91065.mp3	30384	10307	ඔබ පදිංචි ප්‍රදේශයේ කුඩා දරුවන්ට ක්‍රීඩා කිරීමට ඇති පොදු පහසුකම් මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91066	spontaneous-speech-si-91066.mp3	26136	10327	ඔබ දන්නා අය අතර වැඩි ඉල්ලුමක් ඇති වෘත්තීය අධ්‍යාපන පාඨමාලා මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91067	spontaneous-speech-si-91067.mp3	23400	10333	ඔබේ නිවස, ගෙවත්ත අලංකාර කිරීම සඳහා ඔබ යොදාගන්නා ක්‍රම මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91068	spontaneous-speech-si-91068.mp3	28584	10297	සාමාන්‍ය ජනතාවගේ සෞඛ්‍යය වැඩි දියුණු කිරීම සඳහා කළ යුතු යැයි ඔබ සිතන දේවල් තුනක් කෙටියෙන් සඳහන් කරන්න.		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91069	spontaneous-speech-si-91069.mp3	30852	10293	සමාජ ජාල නිසා මිනිසුන් අතර සම්බන්ධතා කවර ආකාරයෙන් වෙනස් වී ඇතැයි ඔබ සිතන්නේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91070	spontaneous-speech-si-91070.mp3	27936	10320	ව්‍යායාම කිරීමට ඔබ හෝ ඔබේ යහලුවන් තෝරාගන්නා ක්‍රම මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91071	spontaneous-speech-si-91071.mp3	30564	10298	ප්‍රධාන ධාරාවේ මාධ්‍ය වෙනුවට සමාජ මාධ්‍ය භාවිතයෙන් ජනතාව ප්‍රවෘත්ති ලබාගැනීම ගැන ඔබ සිතන්නේ කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91072	spontaneous-speech-si-91072.mp3	29232	10300	පසුගිය වසර කීපය තුල ඔබ වාසය කරන ප්‍රදේශයේ පරිසරය කුමන ආකාරයෙන් වෙනස් වී තිබේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91073	spontaneous-speech-si-91073.mp3	20232	10296	ඔබට මාස හයක් කැමති පාඨමාලාවක් නොමිලේ ඉගෙනගැනීමට ලැබෙන්නේ නම් ඔබ තෝරගන්නේ කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91074	spontaneous-speech-si-91074.mp3	27612	10329	පුණ්‍ය කටයුතු හෝ සමාජ සේවා කටයුතු වලට ඔබ සහභාගි වන්නේ කවර ආකාර වලින්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91075	spontaneous-speech-si-91075.mp3	25668	10316	පාසල් දරුවන් ක්‍රීඩා වලට යොමුකිරීමෙන් ඔවුන්ට ලැබෙන වාසි හෝ අවාසි කෙටියෙන් සඳහන් කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91076	spontaneous-speech-si-91076.mp3	29592	10338	පදික වේදිකාවේ අලෙවි කරන භාණ්ඩ මිලදී ගැනීමේ වාසි අවාසි මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91077	spontaneous-speech-si-91077.mp3	26640	10340	ඔබගේ වයස් කාණ්ඩය අතර ජනප්‍රිය ආහාර පාන වර්ග කීපයක් සඳහන් කරන්න. ඒවාට පොදු ලක්ෂණයන් තිබේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91078	spontaneous-speech-si-91078.mp3	30780	10319	ඔබ සිතන ආකාරයට නිවසක් මිලදී ගැනීම වෙනුවට කුලී නිවසක පදිංචි වීමේ වාසි හෝ අවාසි මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91079	spontaneous-speech-si-91079.mp3	25236	10332	ඔබ වාසය කරන ප්‍රදේශයේ ජනගහණය වසර 5 කට පෙර පැවති ප්‍රමාණයට වඩා වැඩිද, එසේ නැත්නම් අඩුද? ඔබට වැටහෙන ආකාරයට එම වෙනසට හේතුව කුමක්ද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91080	spontaneous-speech-si-91080.mp3	25236	10318	ජාතික හෝ ගෝලීය ගැටලු වලින් ඔබගේ අවධානය යොමුවන ගැටලු මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91081	spontaneous-speech-si-91081.mp3	22572	10294	ඔබ ගමනාගමනය සඳහා භාවිතා කරන ප්‍රවාහන මාධ්‍ය මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91083	spontaneous-speech-si-91083.mp3	27756	10311	ඔබ පුස්තකාලයකට නිතර යන කෙනෙක්ද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91084	spontaneous-speech-si-91084.mp3	25848	10342	කාසි හා නෝට්ටු හැරුණුවිට මුදල් ගෙවීම හෝ ලබාගැනීම සඳහා ඔබ යොදාගන්නා ක්‍රම මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91085	spontaneous-speech-si-91085.mp3	30060	10308	ඔබ අන්තර්ජාලය භාවිතා කරන්නේ කවර අරමුණු උදෙසාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91087	spontaneous-speech-si-91087.mp3	25704	10315	අත්‍යවශ්‍ය ආහාර වල මිල වෙනස්වන ආකාරය පිලිබඳ ඔබගේ අත්දැකීම පැහැදිලි කරන්න		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91088	spontaneous-speech-si-91088.mp3	26388	10336	පරිගණකයක් වෙනුවට ස්මාට් දුරකථනයක් භාවිතා කිරීම ඔබගේ එදිනෙදා කටයුතුවලට ප්‍රමාණවත්ද? ඒ ඇයි?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91089	spontaneous-speech-si-91089.mp3	22464	10339	ශ්‍රී ලංකාවට පැමිණෙන විදේශ සංචාරකයකු නැරඹිය යුතුම ස්ථාන ලෙස ඔබ යෝජනා කරන්නේ මොනවාද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
9b568b54afe21a4df918640691cf9e81	91090	spontaneous-speech-si-91090.mp3	20268	10324	ඔබ මුදල් වියදම් කිරීමේදී ප්‍රමුඛතාවයන් තීරණය කරන්නේ කෙසේද?		0	fifties	do_not_wish_to_say			Sinhala	0	0	0			
